단어,길이,초성
연구소,3,ㅇㄱㅅ
연구실,3,ㅇㄱㅅ
연구원,3,ㅇㄱㅇ
연구자,3,ㅇㄱㅈ
연기자,3,ㅇㄱㅈ
연두색,3,ㅇㄷㅅ
연락처,3,ㅇㄹㅊ
연예인,3,ㅇㅇㅇ
연하다,3,ㅇㅎㄷ
열리다,3,ㅇㄹㄷ
열심히,3,ㅇㅅㅎ
엿보다,3,ㅇㅂㄷ
영원히,3,ㅇㅇㅎ
영향력,3,ㅇㅎㄹ
영화관,3,ㅇㅎㄱ
영화제,3,ㅇㅎㅈ
옆구리,3,ㅇㄱㄹ
예쁘다,3,ㅇㅃㄷ
예술가,3,ㅇㅅㄱ
예술적,3,ㅇㅅㅈ
예식장,3,ㅇㅅㅈ
예컨대,3,ㅇㅋㄷ
오가다,3,ㅇㄱㄷ
오늘날,3,ㅇㄴㄴ
오래전,3,ㅇㄹㅈ
오랜만,3,ㅇㄹㅁ
오렌지,3,ㅇㄹㅈ
오로지,3,ㅇㄹㅈ
오르다,3,ㅇㄹㄷ
오른발,3,ㅇㄹㅂ
오른손,3,ㅇㄹㅅ
오른쪽,3,ㅇㄹㅉ
오징어,3,ㅇㅈㅇ
오페라,3,ㅇㅍㄹ
오히려,3,ㅇㅎㄹ
옥수수,3,ㅇㅅㅅ
온라인,3,ㅇㄹㅇ
온종일,3,ㅇㅈㅇ
올가을,3,ㅇㄱㅇ
올리다,3,ㅇㄹㄷ
올림픽,3,ㅇㄹㅍ
올여름,3,ㅇㅇㄹ
옮기다,3,ㅇㄱㄷ
옷차림,3,ㅇㅊㄹ
완전히,3,ㅇㅈㅎ
외갓집,3,ㅇㄱㅈ
외교관,3,ㅇㄱㄱ
외국어,3,ㅇㄱㅇ
외국인,3,ㅇㄱㅇ
외로움,3,ㅇㄹㅇ
외롭다,3,ㅇㄹㄷ
외삼촌,3,ㅇㅅㅊ
외아들,3,ㅇㅇㄷ
외우다,3,ㅇㅇㄷ
외치다,3,ㅇㅊㄷ
요리사,3,ㅇㄹㅅ
요즈음,3,ㅇㅈㅇ
욕하다,3,ㅇㅎㄷ
우리말,3,ㅇㄹㅁ
우습다,3,ㅇㅅㄷ
우연히,3,ㅇㅇㅎ
우체국,3,ㅇㅊㄱ
운동복,3,ㅇㄷㅂ
운동장,3,ㅇㄷㅈ
운동화,3,ㅇㄷㅎ
운전사,3,ㅇㅈㅅ
운전자,3,ㅇㅈㅈ
울리다,3,ㅇㄹㄷ
움직임,3,ㅇㅈㅇ
웃기다,3,ㅇㄱㄷ
웃어른,3,ㅇㅇㄹ
원숭이,3,ㅇㅅㅇ
원피스,3,ㅇㅍㅅ
원하다,3,ㅇㅎㄷ
월드컵,3,ㅇㄷㅋ
월요일,3,ㅇㅇㅇ
웨이터,3,ㅇㅇㅌ
위아래,3,ㅇㅇㄹ
위원장,3,ㅇㅇㅈ
위하다,3,ㅇㅎㄷ
위험성,3,ㅇㅎㅅ
윗사람,3,ㅇㅅㄹ
유난히,3,ㅇㄴㅎ
유리창,3,ㅇㄹㅊ
유적지,3,ㅇㅈㅈ
유치원,3,ㅇㅊㅇ
유학생,3,ㅇㅎㅅ
육체적,3,ㅇㅊㅈ
음료수,3,ㅇㄹㅅ
음식물,3,ㅇㅅㅁ
음식점,3,ㅇㅅㅈ
음악가,3,ㅇㅇㄱ
의도적,3,ㅇㄷㅈ
의외로,3,ㅇㅇㄹ
의하다,3,ㅇㅎㄷ
이같이,3,ㅇㄱㅇ
이기다,3,ㅇㄱㄷ
이끌다,3,ㅇㄲㄷ
이다음,3,ㅇㄷㅇ
이대로,3,ㅇㄷㄹ
이따가,3,ㅇㄸㄱ
이따금,3,ㅇㄸㄱ
이래서,3,ㅇㄹㅅ
이러다,3,ㅇㄹㄷ
이렇게,3,ㅇㄹㄱ
이렇다,3,ㅇㄹㄷ
이력서,3,ㅇㄹㅅ
이론적,3,ㅇㄹㅈ
이롭다,3,ㅇㄹㄷ
이루다,3,ㅇㄹㄷ
이르다,3,ㅇㄹㄷ
이미지,3,ㅇㅁㅈ
이발소,3,ㅇㅂㅅ
이사장,3,ㅇㅅㅈ
이상적,3,ㅇㅅㅈ
이야기,3,ㅇㅇㄱ
이어서,3,ㅇㅇㅅ
이용자,3,ㅇㅇㅈ
이웃집,3,ㅇㅇㅈ
이윽고,3,ㅇㅇㄱ
이제야,3,ㅇㅈㅇ
이튿날,3,ㅇㅌㄴ
익히다,3,ㅇㅎㄷ
인간성,3,ㅇㄱㅅ
인간적,3,ㅇㄱㅈ
인사말,3,ㅇㅅㅁ
인삼차,3,ㅇㅅㅊ
인상적,3,ㅇㅅㅈ
인터넷,3,ㅇㅌㄴ
인터뷰,3,ㅇㅌㅂ
인하다,3,ㅇㅎㄷ
일반인,3,ㅇㅂㅇ
일반적,3,ㅇㅂㅈ
일본어,3,ㅇㅂㅇ
일부러,3,ㅇㅂㄹ
일상적,3,ㅇㅅㅈ
일시적,3,ㅇㅅㅈ
일요일,3,ㅇㅇㅇ
일일이,3,ㅇㅇㅇ
일자리,3,ㅇㅈㄹ
일주일,3,ㅇㅈㅇ
일찍이,3,ㅇㅉㅇ
일하다,3,ㅇㅎㄷ
일회용,3,ㅇㅎㅇ
읽히다,3,ㅇㅎㄷ
임신부,3,ㅇㅅㅂ
입히다,3,ㅇㅎㄷ
자가용,3,ㅈㄱㅇ
자격증,3,ㅈㄱㅈ
자꾸만,3,ㅈㄲㅁ
자동차,3,ㅈㄷㅊ
자라다,3,ㅈㄹㄷ
자르다,3,ㅈㄹㄷ
자부심,3,ㅈㅂㅅ
자세히,3,ㅈㅅㅎ
자신감,3,ㅈㅅㄱ
자연적,3,ㅈㅇㅈ
자연히,3,ㅈㅇㅎ
자장면,3,ㅈㅈㅁ
자전거,3,ㅈㅈㄱ
자존심,3,ㅈㅈㅅ
자판기,3,ㅈㅍㄱ
작은딸,3,ㅈㅇㄸ
잔디밭,3,ㅈㄷㅂ
잘나다,3,ㅈㄴㄷ
잘되다,3,ㅈㄷㄷ
잘리다,3,ㅈㄹㄷ
잘살다,3,ㅈㅅㄷ
잘하다,3,ㅈㅎㄷ
잠그다,3,ㅈㄱㄷ
잠기다,3,ㅈㄱㄷ
잠들다,3,ㅈㄷㄷ
잠수함,3,ㅈㅅㅎ
잠자다,3,ㅈㅈㄷ
잠자리,3,ㅈㅈㄹ
잡수다,3,ㅈㅅㄷ
잡히다,3,ㅈㅎㄷ
장기간,3,ㅈㄱㄱ
장기적,3,ㅈㄱㅈ
장난감,3,ㅈㄴㄱ
장례식,3,ㅈㄹㅅ
장모님,3,ㅈㅁㄴ
장사꾼,3,ㅈㅅㄲ
장애인,3,ㅈㅇㅇ
장학금,3,ㅈㅎㄱ
재밌다,3,ㅈㅁㄷ
재빨리,3,ㅈㅃㄹ
재우다,3,ㅈㅇㄷ
재작년,3,ㅈㅈㄴ
재채기,3,ㅈㅊㄱ
재활용,3,ㅈㅎㅇ
저고리,3,ㅈㄱㄹ
저녁때,3,ㅈㄴㄸ
저러다,3,ㅈㄹㄷ
저렇게,3,ㅈㄹㄱ
저렇다,3,ㅈㄹㄷ
저마다,3,ㅈㅁㄷ
저절로,3,ㅈㅈㄹ
적극적,3,ㅈㄱㅈ
적당히,3,ㅈㄷㅎ
적어도,3,ㅈㅇㄷ
적히다,3,ㅈㅎㄷ
전국적,3,ㅈㄱㅈ
전라도,3,ㅈㄹㄷ
전문가,3,ㅈㅁㄱ
전문적,3,ㅈㅁㅈ
전문점,3,ㅈㅁㅈ
전문직,3,ㅈㅁㅈ
전반적,3,ㅈㅂㅈ
전시장,3,ㅈㅅㅈ
전시회,3,ㅈㅅㅎ
전체적,3,ㅈㅊㅈ
전통적,3,ㅈㅌㅈ
전하다,3,ㅈㅎㄷ
전화기,3,ㅈㅎㄱ
절대로,3,ㅈㄷㄹ
절대적,3,ㅈㄷㅈ
젊은이,3,ㅈㅇㅇ
점심때,3,ㅈㅅㄸ
점잖다,3,ㅈㅈㄷ
접하다,3,ㅈㅎㄷ
젓가락,3,ㅈㄱㄹ
정거장,3,ㅈㄱㅈ
정기적,3,ㅈㄱㅈ
정류장,3,ㅈㄹㅈ
정말로,3,ㅈㅁㄹ
정반대,3,ㅈㅂㄷ
정보화,3,ㅈㅂㅎ
정상적,3,ㅈㅅㅈ
정신과,3,ㅈㅅㄱ
정신적,3,ㅈㅅㅈ
정치권,3,ㅈㅊㄱ
정치인,3,ㅈㅊㅇ
정치적,3,ㅈㅊㅈ
정치학,3,ㅈㅊㅎ
정하다,3,ㅈㅎㄷ
정확히,3,ㅈㅎㅎ
제과점,3,ㅈㄱㅈ
제대로,3,ㅈㄷㄹ
제도적,3,ㅈㄷㅈ
제삿날,3,ㅈㅅㄴ
제자리,3,ㅈㅈㄹ
제주도,3,ㅈㅈㄷ
조금씩,3,ㅈㄱㅆ
조르다,3,ㅈㄹㄷ
조미료,3,ㅈㅁㄹ
조용히,3,ㅈㅇㅎ
존댓말,3,ㅈㄷㅁ
졸리다,3,ㅈㄹㄷ
졸업생,3,ㅈㅇㅅ
좁히다,3,ㅈㅎㄷ
종교적,3,ㅈㄱㅈ
종소리,3,ㅈㅅㄹ
종업원,3,ㅈㅇㅇ
종이컵,3,ㅈㅇㅋ
주관적,3,ㅈㄱㅈ
주름살,3,ㅈㄹㅅ
주머니,3,ㅈㅁㄴ
주인공,3,ㅈㅇㄱ
주전자,3,ㅈㅈㅈ
주차장,3,ㅈㅊㅈ
죽이다,3,ㅈㅇㄷ
준비물,3,ㅈㅂㅁ
줄거리,3,ㅈㄱㄹ
줄무늬,3,ㅈㅁㄴ
줄이다,3,ㅈㅇㄷ
중국어,3,ㅈㄱㅇ
중국집,3,ㅈㄱㅈ
중심지,3,ㅈㅅㅈ
중요성,3,ㅈㅇㅅ
중학교,3,ㅈㅎㄱ
중학생,3,ㅈㅎㅅ
즐거움,3,ㅈㄱㅇ
즐겁다,3,ㅈㄱㄷ
즐기다,3,ㅈㄱㄷ
증권사,3,ㅈㄱㅅ
지겹다,3,ㅈㄱㄷ
지극히,3,ㅈㄱㅎ
지금껏,3,ㅈㄱㄲ
지나다,3,ㅈㄴㄷ
지난날,3,ㅈㄴㄴ
지난달,3,ㅈㄴㄷ
지난번,3,ㅈㄴㅂ
지난주,3,ㅈㄴㅈ
지난해,3,ㅈㄴㅎ
지내다,3,ㅈㄴㄷ
지니다,3,ㅈㄴㄷ
지도자,3,ㅈㄷㅈ
지르다,3,ㅈㄹㄷ
지름길,3,ㅈㄹㄱ
지리산,3,ㅈㄹㅅ
지속적,3,ㅈㅅㅈ
지식인,3,ㅈㅅㅇ
지우개,3,ㅈㅇㄱ
지우다,3,ㅈㅇㄷ
지치다,3,ㅈㅊㄷ
지키다,3,ㅈㅋㄷ
지하도,3,ㅈㅎㄷ
지하철,3,ㅈㅎㅊ
직장인,3,ㅈㅈㅇ
직접적,3,ㅈㅈㅈ
진달래,3,ㅈㄷㄹ
진실로,3,ㅈㅅㄹ
진하다,3,ㅈㅎㄷ
진행자,3,ㅈㅎㅈ
집단적,3,ㅈㄷㅈ
집안일,3,ㅈㅇㅇ
집중적,3,ㅈㅈㅈ
쫓기다,3,ㅉㄱㄷ
찌꺼기,3,ㅉㄲㄱ
찌르다,3,ㅉㄹㄷ
찍히다,3,ㅉㅎㄷ
차갑다,3,ㅊㄱㄷ
차라리,3,ㅊㄹㄹ
차리다,3,ㅊㄹㄷ
차이점,3,ㅊㅇㅈ
착하다,3,ㅊㅎㄷ
참기름,3,ㅊㄱㄹ
참되다,3,ㅊㄷㄷ
참석자,3,ㅊㅅㅈ
참으로,3,ㅊㅇㄹ
창조적,3,ㅊㅈㅈ
채우다,3,ㅊㅇㄷ
책가방,3,ㅊㄱㅂ
책임감,3,ㅊㅇㄱ
책임자,3,ㅊㅇㅈ
챔피언,3,ㅊㅍㅇ
챙기다,3,ㅊㄱㄷ
척하다,3,ㅊㅎㄷ
천천히,3,ㅊㅊㅎ
철저히,3,ㅊㅈㅎ
철학자,3,ㅊㅎㅈ
철학적,3,ㅊㅎㅈ
청바지,3,ㅊㅂㅈ
청소기,3,ㅊㅅㄱ
청소년,3,ㅊㅅㄴ
청하다,3,ㅊㅎㄷ
체계적,3,ㅊㄱㅈ
체육관,3,ㅊㅇㄱ
체하다,3,ㅊㅎㄷ
초록색,3,ㅊㄹㅅ
초보자,3,ㅊㅂㅈ
초상화,3,ㅊㅅㅎ
초여름,3,ㅊㅇㄹ
초저녁,3,ㅊㅈㄴ
초청장,3,ㅊㅊㅈ
초콜릿,3,ㅊㅋㄹ
최고급,3,ㅊㄱㄱ
최대한,3,ㅊㄷㅎ
최소한,3,ㅊㅅㅎ
축구공,3,ㅊㄱㄱ
축구장,3,ㅊㄱㅈ
출발점,3,ㅊㅂㅈ
출입국,3,ㅊㅇㄱ
출입문,3,ㅊㅇㅁ
출퇴근,3,ㅊㅌㄱ
출판사,3,ㅊㅍㅅ
춤추다,3,ㅊㅊㄷ
충격적,3,ㅊㄱㅈ
충분히,3,ㅊㅂㅎ
충청도,3,ㅊㅊㄷ
취하다,3,ㅊㅎㄷ
치료법,3,ㅊㄹㅂ
치르다,3,ㅊㄹㄷ
치우다,3,ㅊㅇㄷ
친하다,3,ㅊㅎㄷ
칠하다,3,ㅊㅎㄷ
카메라,3,ㅋㅁㄹ
카운터,3,ㅋㅇㅌ
칼국수,3,ㅋㄱㅅ
캐나다,3,ㅋㄴㄷ
캐릭터,3,ㅋㄹㅌ
캠퍼스,3,ㅋㅍㅅ
캠페인,3,ㅋㅍㅇ
커지다,3,ㅋㅈㄷ
컨디션,3,ㅋㄷㅅ
컴퓨터,3,ㅋㅍㅌ
켜지다,3,ㅋㅈㄷ
코끼리,3,ㅋㄲㄹ
코미디,3,ㅋㅁㄷ
콘서트,3,ㅋㅅㅌ
콩나물,3,ㅋㄴㅁ
쿠데타,3,ㅋㄷㅌ
큰소리,3,ㅋㅅㄹ
큰아들,3,ㅋㅇㄷ
클래식,3,ㅋㄹㅅ
키우다,3,ㅋㅇㄷ
타자기,3,ㅌㅈㄱ
태권도,3,ㅌㄱㄷ
태우다,3,ㅌㅇㄷ
택하다,3,ㅌㅎㄷ
탤런트,3,ㅌㄹㅌ
터미널,3,ㅌㅁㄴ
터지다,3,ㅌㅈㄷ
테니스,3,ㅌㄴㅅ
테스트,3,ㅌㅅㅌ
테이블,3,ㅌㅇㅂ
테이프,3,ㅌㅇㅍ
텍스트,3,ㅌㅅㅌ
토론자,3,ㅌㄹㅈ
토론회,3,ㅌㄹㅎ
토마토,3,ㅌㅁㅌ
토요일,3,ㅌㅇㅇ
토하다,3,ㅌㅎㄷ
통하다,3,ㅌㅎㄷ
퇴직금,3,ㅌㅈㄱ
튀기다,3,ㅌㄱㄷ
트이다,3,ㅌㅇㄷ
특별히,3,ㅌㅂㅎ
특수성,3,ㅌㅅㅅ
튼튼히,3,ㅌㅌㅎ
틀리다,3,ㅌㄹㄷ
티브이,3,ㅌㅂㅇ
티셔츠,3,ㅌㅅㅊ
파란색,3,ㅍㄹㅅ
파랗다,3,ㅍㄹㄷ
파출소,3,ㅍㅊㅅ
팔리다,3,ㅍㄹㄷ
퍼센트,3,ㅍㅅㅌ
퍼지다,3,ㅍㅈㄷ
페인트,3,ㅍㅇㅌ
펴내다,3,ㅍㄴㄷ
편의점,3,ㅍㅇㅈ
편하다,3,ㅍㅎㄷ
평상시,3,ㅍㅅㅅ
포도주,3,ㅍㄷㅈ
포스터,3,ㅍㅅㅌ
포인트,3,ㅍㅇㅌ
폭넓다,3,ㅍㄴㄷ
푸르다,3,ㅍㄹㄷ
풀리다,3,ㅍㄹㄷ
프랑스,3,ㅍㄹㅅ
프린터,3,ㅍㄹㅌ
피아노,3,ㅍㅇㄴ
피우다,3,ㅍㅇㄷ
피하다,3,ㅍㅎㄷ
피해자,3,ㅍㅎㅈ
필수적,3,ㅍㅅㅈ
필연적,3,ㅍㅇㅈ
필요성,3,ㅍㅇㅅ
하나님,3,ㅎㄴㄴ
하느님,3,ㅎㄴㄴ
하룻밤,3,ㅎㄹㅂ
하반기,3,ㅎㅂㄱ
하숙집,3,ㅎㅅㅈ
하얀색,3,ㅎㅇㅅ
하얗다,3,ㅎㅇㄷ
하여튼,3,ㅎㅇㅌ
하지만,3,ㅎㅈㅁ
학부모,3,ㅎㅂㅁ
학생증,3,ㅎㅅㅈ
학용품,3,ㅎㅇㅍ
한겨울,3,ㅎㄱㅇ
한구석,3,ㅎㄱㅅ
한국말,3,ㅎㄱㅁ
한국어,3,ㅎㄱㅇ
한국적,3,ㅎㄱㅈ
한글날,3,ㅎㄱㄴ
한동안,3,ㅎㄷㅇ
한라산,3,ㅎㄹㅅ
한마디,3,ㅎㅁㄷ
한반도,3,ㅎㅂㄷ
한밤중,3,ㅎㅂㅈ
한순간,3,ㅎㅅㄱ
한여름,3,ㅎㅇㄹ
한평생,3,ㅎㅍㅅ
한하다,3,ㅎㅎㄷ
할머니,3,ㅎㅁㄴ
함부로,3,ㅎㅂㄹ
합리적,3,ㅎㄹㅈ
합치다,3,ㅎㅊㄷ
합하다,3,ㅎㅎㄷ
항공기,3,ㅎㄱㄱ
해내다,3,ㅎㄴㄷ
해롭다,3,ㅎㄹㄷ
해마다,3,ㅎㅁㄷ
핸드백,3,ㅎㄷㅂ
핸드폰,3,ㅎㄷㅍ
햄버거,3,ㅎㅂㄱ
행하다,3,ㅎㅎㄷ
향하다,3,ㅎㅎㄷ
헤매다,3,ㅎㅁㄷ
현관문,3,ㅎㄱㅁ
현대인,3,ㅎㄷㅇ
현대적,3,ㅎㄷㅈ
현실적,3,ㅎㅅㅈ
형식적,3,ㅎㅅㅈ
호기심,3,ㅎㄱㅅ
호랑이,3,ㅎㄹㅇ
혼나다,3,ㅎㄴㄷ
혼잣말,3,ㅎㅈㅁ
화나다,3,ㅎㄴㄷ
화요일,3,ㅎㅇㅇ
화장실,3,ㅎㅈㅅ
화장지,3,ㅎㅈㅈ
화장품,3,ㅎㅈㅍ
확실히,3,ㅎㅅㅎ
환하다,3,ㅎㅎㄷ
활발히,3,ㅎㅂㅎ
효과적,3,ㅎㄱㅈ
효율적,3,ㅎㅇㅈ
훔치다,3,ㅎㅊㄷ
휴지통,3,ㅎㅈㅌ
흐르다,3,ㅎㄹㄷ
흐리다,3,ㅎㄹㄷ
흔들다,3,ㅎㄷㄷ
흔하다,3,ㅎㅎㄷ
흘리다,3,ㅎㄹㄷ
힘겹다,3,ㅎㄱㄷ
힘들다,3,ㅎㄷㄷ
힘쓰다,3,ㅎㅆㄷ
힘없이,3,ㅎㅇㅇ
힘차다,3,ㅎㅊㄷ
가난하다,4,ㄱㄴㅎㄷ
가능하다,4,ㄱㄴㅎㄷ
가득하다,4,ㄱㄷㅎㄷ
가라앉다,4,ㄱㄹㅇㄷ
가려지다,4,ㄱㄹㅈㄷ
가로막다,4,ㄱㄹㅁㄷ
가르치다,4,ㄱㄹㅊㄷ
가리키다,4,ㄱㄹㅋㄷ
가만있다,4,ㄱㅁㅇㄷ
가입하다,4,ㄱㅇㅎㄷ
가정교사,4,ㄱㅈㄱㅅ
가져가다,4,ㄱㅈㄱㄷ
가져오다,4,ㄱㅈㅇㄷ
간단하다,4,ㄱㄷㅎㄷ
간편하다,4,ㄱㅍㅎㄷ
갈아입다,4,ㄱㅇㅇㄷ
갈아타다,4,ㄱㅇㅌㄷ
감사하다,4,ㄱㅅㅎㄷ
감상하다,4,ㄱㅅㅎㄷ
감소되다,4,ㄱㅅㄷㄷ
감소하다,4,ㄱㅅㅎㄷ
강력하다,4,ㄱㄹㅎㄷ
강렬하다,4,ㄱㄹㅎㄷ
강요하다,4,ㄱㅇㅎㄷ
강의하다,4,ㄱㅇㅎㄷ
강조하다,4,ㄱㅈㅎㄷ
강화하다,4,ㄱㅎㅎㄷ
같이하다,4,ㄱㅇㅎㄷ
개발되다,4,ㄱㅂㄷㄷ
개발하다,4,ㄱㅂㅎㄷ
개방되다,4,ㄱㅂㄷㄷ
개방하다,4,ㄱㅂㅎㄷ
개선되다,4,ㄱㅅㄷㄷ
개선하다,4,ㄱㅅㅎㄷ
거대하다,4,ㄱㄷㅎㄷ
거부하다,4,ㄱㅂㅎㄷ
거절하다,4,ㄱㅈㅎㄷ
걱정되다,4,ㄱㅈㄷㄷ
걱정하다,4,ㄱㅈㅎㄷ
건강하다,4,ㄱㄱㅎㄷ
건너가다,4,ㄱㄴㄱㄷ
건너오다,4,ㄱㄴㅇㄷ
건네주다,4,ㄱㄴㅈㄷ
건드리다,4,ㄱㄷㄹㄷ
건설되다,4,ㄱㅅㄷㄷ
건설하다,4,ㄱㅅㅎㄷ
건전하다,4,ㄱㅈㅎㄷ
건조하다,4,ㄱㅈㅎㄷ
걸어가다,4,ㄱㅇㄱㄷ
걸어오다,4,ㄱㅇㅇㄷ
게으르다,4,ㄱㅇㄹㄷ
결석하다,4,ㄱㅅㅎㄷ
결심하다,4,ㄱㅅㅎㄷ
결정되다,4,ㄱㅈㄷㄷ
결정하다,4,ㄱㅈㅎㄷ
결혼하다,4,ㄱㅎㅎㄷ
경고하다,4,ㄱㄱㅎㄷ
경영하다,4,ㄱㅇㅎㄷ
경험하다,4,ㄱㅎㅎㄷ
계산하다,4,ㄱㅅㅎㄷ
계속되다,4,ㄱㅅㄷㄷ
계속하다,4,ㄱㅅㅎㄷ
계획하다,4,ㄱㅎㅎㄷ
고등학교,4,ㄱㄷㅎㄱ
고등학생,4,ㄱㄷㅎㅅ
고려하다,4,ㄱㄹㅎㄷ
고민하다,4,ㄱㅁㅎㄷ
고생하다,4,ㄱㅅㅎㄷ
고소하다,4,ㄱㅅㅎㄷ
고속도로,4,ㄱㅅㄷㄹ
고속버스,4,ㄱㅅㅂㅅ
고요하다,4,ㄱㅇㅎㄷ
고집하다,4,ㄱㅈㅎㄷ
고춧가루,4,ㄱㅊㄱㄹ
곤란하다,4,ㄱㄹㅎㄷ
공개하다,4,ㄱㄱㅎㄷ
공격하다,4,ㄱㄱㅎㄷ
공부하다,4,ㄱㅂㅎㄷ
공연되다,4,ㄱㅇㄷㄷ
공연하다,4,ㄱㅇㅎㄷ
공중전화,4,ㄱㅈㅈㅎ
공통되다,4,ㄱㅌㄷㄷ
공항버스,4,ㄱㅎㅂㅅ
관계되다,4,ㄱㄱㄷㄷ
관계없이,4,ㄱㄱㅇㅇ
관광버스,4,ㄱㄱㅂㅅ
관련되다,4,ㄱㄹㄷㄷ
관련하다,4,ㄱㄹㅎㄷ
관리하다,4,ㄱㄹㅎㄷ
관찰하다,4,ㄱㅊㅎㄷ
괴롭히다,4,ㄱㄹㅎㄷ
굉장하다,4,ㄱㅈㅎㄷ
교통사고,4,ㄱㅌㅅㄱ
교환하다,4,ㄱㅎㅎㄷ
구경하다,4,ㄱㄱㅎㄷ
구별되다,4,ㄱㅂㄷㄷ
구별하다,4,ㄱㅂㅎㄷ
구분되다,4,ㄱㅂㄷㄷ
구분하다,4,ㄱㅂㅎㄷ
구석구석,4,ㄱㅅㄱㅅ
구성되다,4,ㄱㅅㄷㄷ
구성하다,4,ㄱㅅㅎㄷ
구속되다,4,ㄱㅅㄷㄷ
구속하다,4,ㄱㅅㅎㄷ
구입하다,4,ㄱㅇㅎㄷ
국회의원,4,ㄱㅎㅇㅇ
굳어지다,4,ㄱㅇㅈㄷ
궁금하다,4,ㄱㄱㅎㄷ
귀가하다,4,ㄱㄱㅎㄷ
귀국하다,4,ㄱㄱㅎㄷ
귀중하다,4,ㄱㅈㅎㄷ
그때그때,4,ㄱㄸㄱㄸ
그러니까,4,ㄱㄹㄴㄲ
그러므로,4,ㄱㄹㅁㄹ
그러하다,4,ㄱㄹㅎㄷ
그런대로,4,ㄱㄹㄷㄹ
그렇지만,4,ㄱㄹㅈㅁ
그려지다,4,ㄱㄹㅈㄷ
그리하여,4,ㄱㄹㅎㅇ
그만두다,4,ㄱㅁㄷㄷ
그만하다,4,ㄱㅁㅎㄷ
그야말로,4,ㄱㅇㅁㄹ
그제서야,4,ㄱㅈㅅㅇ
극복하다,4,ㄱㅂㅎㄷ
근거하다,4,ㄱㄱㅎㄷ
근무하다,4,ㄱㅁㅎㄷ
금지되다,4,ㄱㅈㄷㄷ
금지하다,4,ㄱㅈㅎㄷ
급증하다,4,ㄱㅈㅎㄷ
기념하다,4,ㄱㄴㅎㄷ
기다리다,4,ㄱㄷㄹㄷ
기대되다,4,ㄱㄷㄷㄷ
기대하다,4,ㄱㄷㅎㄷ
기도하다,4,ㄱㄷㅎㄷ
기록되다,4,ㄱㄹㄷㄷ
기록하다,4,ㄱㄹㅎㄷ
기막히다,4,ㄱㅁㅎㄷ
기뻐하다,4,ㄱㅃㅎㄷ
기성세대,4,ㄱㅅㅅㄷ
기술하다,4,ㄱㅅㅎㄷ
기억나다,4,ㄱㅇㄴㄷ
기억되다,4,ㄱㅇㄷㄷ
기억하다,4,ㄱㅇㅎㄷ
기여하다,4,ㄱㅇㅎㄷ
기울이다,4,ㄱㅇㅇㄷ
기초하다,4,ㄱㅊㅎㄷ
긴장되다,4,ㄱㅈㄷㄷ
긴장하다,4,ㄱㅈㅎㄷ
길어지다,4,ㄱㅇㅈㄷ
김치찌개,4,ㄱㅊㅉㄱ
김포공항,4,ㄱㅍㄱㅎ
깔끔하다,4,ㄲㄲㅎㄷ
깨끗하다,4,ㄲㄲㅎㄷ
깨뜨리다,4,ㄲㄸㄹㄷ
깨어나다,4,ㄲㅇㄴㄷ
깨어지다,4,ㄲㅇㅈㄷ
꼼꼼하다,4,ㄲㄲㅎㄷ
꾸준하다,4,ㄲㅈㅎㄷ
끄덕이다,4,ㄲㄷㅇㄷ
끊어지다,4,ㄲㅇㅈㄷ
끊임없다,4,ㄲㅇㅇㄷ
끊임없이,4,ㄲㅇㅇㅇ
끼어들다,4,ㄲㅇㄷㄷ
나뭇가지,4,ㄴㅁㄱㅈ
나빠지다,4,ㄴㅃㅈㄷ
나아가다,4,ㄴㅇㄱㄷ
나아지다,4,ㄴㅇㅈㄷ
나타나다,4,ㄴㅌㄴㄷ
나타내다,4,ㄴㅌㄴㄷ
날아가다,4,ㄴㅇㄱㄷ
날아오다,4,ㄴㅇㅇㄷ
날카롭다,4,ㄴㅋㄹㄷ
납득하다,4,ㄴㄷㅎㄷ
낮아지다,4,ㄴㅇㅈㄷ
내다보다,4,ㄴㄷㅂㄷ
내려가다,4,ㄴㄹㄱㄷ
내려놓다,4,ㄴㄹㄴㄷ
내려오다,4,ㄴㄹㅇㄷ
내려지다,4,ㄴㄹㅈㄷ
내버리다,4,ㄴㅂㄹㄷ
내보내다,4,ㄴㅂㄴㄷ
넉넉하다,4,ㄴㄴㅎㄷ
넓어지다,4,ㄴㅇㅈㄷ
넘겨주다,4,ㄴㄱㅈㄷ
넘어가다,4,ㄴㅇㄱㄷ
넘어서다,4,ㄴㅇㅅㄷ
넘어오다,4,ㄴㅇㅇㄷ
넘어지다,4,ㄴㅇㅈㄷ
노래하다,4,ㄴㄹㅎㄷ
노랫소리,4,ㄴㄹㅅㄹ
노력하다,4,ㄴㄹㅎㄷ
녹음하다,4,ㄴㅇㅎㄷ
논의하다,4,ㄴㅇㅎㄷ
농사짓다,4,ㄴㅅㅈㄷ
높아지다,4,ㄴㅇㅈㄷ
놓아두다,4,ㄴㅇㄷㄷ
눈부시다,4,ㄴㅂㅅㄷ
느껴지다,4,ㄴㄲㅈㄷ
늘어나다,4,ㄴㅇㄴㄷ
늘어놓다,4,ㄴㅇㄴㄷ
늘어서다,4,ㄴㅇㅅㄷ
늘어지다,4,ㄴㅇㅈㄷ
늦어지다,4,ㄴㅇㅈㄷ
다가가다,4,ㄷㄱㄱㄷ
